234;air_base;3420.91;10.10;1421.22;0.84;0
378;air_base;904.52;9.70;1526.73;4.67;0
853;air_base;957.32;10.00;1434.98;3.97;0
377;air_base;1065.36;10.80;1413.53;5.49;0
382;air_base;1176.58;14.50;1532.45;1.55;0
375;air_base;1283.89;10.20;1417.70;1.68;0
470;air_base;1027.27;14.20;1769.46;1.60;0
55;air_base;2939.82;10.60;1513.43;3.44;0
64;air_base;3011.38;9.70;1564.77;3.64;0
366;air_base;1537.77;9.70;1333.27;4.75;0
653;air_base;3759.09;10.50;1654.47;-0.06;0
365;air_base;1490.37;10.10;1425.31;-0.00;0
368;air_base;1453.41;12.70;1467.38;0.96;0
763;air_base;3127.91;9.70;1619.00;0.19;0
362;air_base;1594.80;9.80;1521.51;2.10;0
394;air_base;1433.55;10.50;1596.09;3.77;0
43;air_base;3108.92;9.80;1463.27;-0.73;0
276;air_base;1560.47;10.20;1612.23;5.43;0
571;air_base;3944.61;10.40;1628.83;-3.11;0
463;air_base;466.64;9.60;1989.28;2.59;0
338;air_base;1627.00;10.40;1648.00;1.88;0
866;air_base;1660.87;9.70;1556.36;-1.93;0
11;air_base;3200.10;10.40;1612.10;4.16;0
151;air_base;1666.97;9.50;1566.75;4.61;0
783;air_base;2711.51;10.60;1595.22;-3.15;0
133;air_base;2739.45;10.30;1644.43;3.79;0
132;air_base;2775.67;10.30;1588.66;-3.17;0
651;air_base;3673.49;9.90;1611.33;5.41;0
126;air_base;2803.31;10.30;1550.77;3.11;0
16;air_base;2844.55;9.70;1496.57;3.19;0
22;air_base;2823.37;9.90;1393.63;2.36;0
20;air_base;2884.51;10.30;1430.64;-1.34;0
21;air_base;2887.82;10.10;1387.98;2.49;0
6;air_base;2876.34;9.80;1535.14;0.42;0
7;air_base;2878.87;9.70;1563.34;1.42;0
51;air_base;2912.28;9.70;1544.66;0.71;0
3;air_base;2943.21;10.80;1466.31;2.08;0
159;air_base;2943.46;11.00;1431.49;5.26;0
111;air_base;3194.92;9.70;1744.18;0.66;0
218;air_base;3433.02;9.70;1463.68;0.57;0
2;air_base;2996.59;9.70;1358.70;-4.19;0
202;air_base;3275.96;9.90;1526.22;-4.34;0
575;air_base;3396.71;9.90;1479.50;0.38;0
221;air_base;3370.61;9.80;1508.67;0.36;0
213;air_base;3327.31;9.70;1962.29;5.29;0
115;air_base;3011.34;9.50;1289.30;3.57;0
4;air_base;3066.08;10.00;1477.65;5.93;0
109;air_base;3057.50;9.90;1428.63;0.75;0
45;air_base;3119.30;10.70;1413.36;-0.99;0
253;air_base;3449.27;9.80;1668.84;2.97;0
52;air_base;2988.19;11.20;1483.22;3.11;0
9;air_base;3027.21;11.20;1522.48;-2.69;0
70;air_base;3076.54;9.80;1481.93;-0.63;0
85;air_base;3093.09;10.40;1606.54;5.76;0
10;air_base;3129.70;9.80;1558.61;2.53;0
88;air_base;3115.18;10.80;1521.74;3.49;0
206;air_base;3242.37;10.60;1600.65;5.35;0
190;air_base;3180.14;9.70;1661.68;4.86;0
192;air_base;3282.38;9.70;1442.61;-0.96;0
812;air_base;3199.55;9.70;1721.45;0.37;0
234;air_base;3420.91;10.10;1421.22;0.84;0
232;air_base;3555.91;9.70;1371.12;-1.06;0
408;air_base;4873.18;9.70;1387.86;3.49;0
566;air_base;4443.03;10.50;1560.23;5.71;0
195;air_base;3277.63;10.40;1727.12;2.69;0
264;air_base;3383.61;10.60;1644.41;0.14;0
570;air_base;4092.98;10.40;1626.61;3.37;0
249;air_base;3570.41;9.80;1630.58;5.66;0
454;air_base;3352.39;9.80;1178.29;2.68;0
299;air_base;1903.21;9.50;75.67;2.53;0
112;air_base;2664.92;9.70;1305.51;2.57;0
792;air_base;2763.97;9.70;1385.34;2.21;0
41;air_base;2751.20;13.00;1335.20;1.64;0
165;air_base;2832.20;11.20;1352.00;3.22;0
169;air_base;2715.04;10.10;1276.75;-0.19;0
581;air_base;3299.17;10.10;1148.55;0.68;0
448;air_base;3008.81;10.80;1188.11;-0.07;0
330;air_base;4469.33;14.70;1473.57;-0.44;0
754;air_base;4768.89;10.60;1310.32;-4.48;0
525;air_base;4779.54;9.60;1280.31;-0.77;0
592;air_base;4817.67;9.90;1234.64;4.65;0
613;air_base;4707.21;9.50;1161.76;2.00;0
617;air_base;4169.77;10.80;1398.51;3.73;0
325;air_base;4416.34;15.40;1057.65;0.74;0
593;air_base;4578.00;9.80;1028.59;4.49;0
608;air_base;4623.92;10.00;1326.40;1.66;0
605;air_base;4430.37;10.60;1149.67;-1.85;0
622;air_base;4508.15;13.60;1223.53;3.87;0
716;air_base;4734.24;9.80;1351.27;-2.57;0
717;air_base;4772.95;10.40;1423.04;0.97;0
597;air_base;4679.75;11.30;1260.22;5.28;0
620;air_base;4582.73;9.70;1157.87;4.00;0
524;air_base;4696.71;10.10;1056.35;-2.55;0
100;air_base;2452.69;9.70;1872.83;4.84;0
37;air_base;2996.68;9.70;1635.95;-1.95;0
110;air_base;2977.16;11.90;1744.30;4.50;0
141;air_base;3088.65;9.70;1727.20;4.62;0
78;air_base;3255.44;9.90;1453.96;0.11;0
46;air_base;3211.45;9.80;1411.77;0.06;0
48;air_base;3173.28;14.00;1373.21;0.22;0
402;air_base;3691.19;9.90;1522.63;-0.59;0
590;air_base;3927.86;9.80;1539.19;0.70;0
589;air_base;4016.48;11.70;1382.53;0.43;0
458;air_base;2964.42;9.70;1265.29;1.19;0
459;air_base;2859.96;11.40;1258.14;-0.29;0
699;air_base;2597.04;9.70;1084.40;-2.18;0
461;air_base;2687.51;11.90;1197.65;-1.53;0
313;air_base;1395.65;11.20;1104.64;1.40;0
484;air_base;988.07;11.10;1404.77;-0.91;0
474;air_base;1446.48;9.70;1206.71;-0.61;0
911;air_base;1245.18;12.50;1286.70;5.76;0
277;air_base;1260.95;17.30;1180.48;0.17;0
