City,Country,Population (2025)
Dakhla,Western Sahara,180740.4758
Bechar,Algeria,200687.224
Al-Kaf,Tunisia,50808.68934
Al Zawiyah,Libya,210856.6457
El Geneina,Sudan,164688.1184
Edirne,Turkey,143148.0596
Marsa Matruh,Egypt,191312.9069
Pafos,Cyprus,60664.89147
Nicosia,Northern Cyprus,108410.3227
Khan Yunis,Palestine,550993.4812
Ashkelon,Israel,105811.6747
Latakia,Syria,573263.0263
Tyre,Lebanon,86568.56985
Aqaba,Jordan,118598.6364
Tabuk,Saudi Arabia,586538.0355
Batumi,Georgia,168437.8865
Al-Qa'im,Iraq,116439.678
Gyumri,Armenia,84759.79001
Nakhchivan,Azerbaijan,175330.7952
Harad,Yemen,61332.38088
Al Jahra,Kuwait,85787.20781
Manama,Bahrain,1361833.134
Doha,Qatar,1980416.128
Al Ruways Industrial city,United Arab Emirates,53687.10991
Salalah,Oman,247073.2084
Boujdour,Western Sahara,52091.03669
Guelmim,Morocco,121103.2154
Maghnia,Algeria,112311.0039
Jendouba,Tunisia,59852.47027
Tripoli,Libya,1248354.011
Khorbranga,Sudan,88476.15238
Çanakkale,Turkey,128855.5764
Alexandria,Egypt,6931368.874
Limassol,Cyprus,191160.9324
Deir el-Balah,Palestine,311101.4554
Ashdod,Israel,282181.2758
Sidon,Lebanon,207486.3497
Jablah,Syria,96180.44977
Der Abi Saeed,Jordan,80021.53109
Al Qurayyat,Saudi Arabia,112385.0599
Kutaisi,Georgia,132035.2132
Al Baaj,Iraq,113167.892
Yerevan,Armenia,1027656.189
Zagatala,Azerbaijan,53127.87775
Az Zuhrah,Yemen,56296.94811
Saad Al-Abdulla,Kuwait,70891.33386
Ras Laffan,Qatar,54599.90073
Abu Dhabi,United Arab Emirates,508975.565
Dahariz park,Oman,89024.21467
Tiznit,Morocco,85084.6286
Remchi,Algeria,51938.4646
Kasserine,Tunisia,83462.85505
Qabilat alturki,Libya,102464.309
Kırklareli,Turkey,53050.74833
Garsila,Sudan,86967.26565
Al Wadi,Egypt,409666.5088
Strovolos [Nicosia],Cyprus,195002.2433
Gaza,Palestine,1060586.961
Tel Aviv,Israel,2628335.102
Beirut,Lebanon,1538385.522
Baniyas,Syria,86144.63952
Ajloun,Jordan,74563.39429
Yanbu`,Saudi Arabia,123579.3833
Sinjar,Iraq,54541.87783
Tbilisi,Georgia,988277.7269
Ganja,Azerbaijan,399695.5573
Hodeidah,Yemen,776803.3959
Kuwait City,Kuwait,3703486.237
Al Khor,Qatar,66310.54316
ICAD I,United Arab Emirates,270538.5878
